Volcano_Number,Volcano_Name,Primary_Volcano_Type,Country,Region,Latitude,Longitude,Elevation,Tectonic_Setting,Evidence_Category,Major_Rock_Type
312170,Katmai,Stratovolcano,United States,North America Volcanic Regions,58.2790,-154.9533,2047,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
312180,Novarupta,Caldera,United States,North America Volcanic Regions,58.2655,-155.1588,841,Subduction zone / Continental crust (> 25 km),Eruption Observed,Rhyolite
312190,Griggs,Stratovolcano,United States,North America Volcanic Regions,58.3540,-155.0920,2317,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
312200,Snowy Mountain,Stratovolcano(es),United States,North America Volcanic Regions,58.3360,-154.6820,2162,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
312210,Denison,Stratovolcano,United States,North America Volcanic Regions,58.4180,-154.4490,2287,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite
312220,Steller,Stratovolcano,United States,North America Volcanic Regions,58.4298,-154.3895,2279,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
312230,Kukak,Stratovolcano,United States,North America Volcanic Regions,58.4530,-154.3550,2043,Subduction zone / Continental crust (> 25 km),Unrest / Holocene,Andesite / Basaltic Andesite
312250,Kaguyak,Lava dome(s),United States,North America Volcanic Regions,58.6113,-154.0245,901,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
312260,Fourpeaked,Stratovolcano,United States,North America Volcanic Regions,58.7700,-153.6720,2105,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
312270,Douglas,Stratovolcano,United States,North America Volcanic Regions,58.8550,-153.5420,2140,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
313010,Augustine,Lava dome(s),United States,North America Volcanic Regions,59.3626,-153.4350,1218,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
313020,Iliamna,Stratovolcano,United States,North America Volcanic Regions,60.0320,-153.0900,3053,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
313030,Redoubt,Stratovolcano,United States,North America Volcanic Regions,60.4850,-152.7420,3108,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
313040,Spurr,Stratovolcano,United States,North America Volcanic Regions,61.2990,-152.2510,3374,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
313050,Hayes,Stratovolcano,United States,North America Volcanic Regions,61.6400,-152.4110,3034,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
314010,St. Paul Island,Shield,United States,North America Volcanic Regions,57.1670,-170.2130,203,Intraplate / Continental crust (> 25 km),Eruption Dated,Trachybasalt / Tephrite Basanite
314030,Ingakslugwat Hills,Volcanic field,United States,North America Volcanic Regions,61.4300,-164.4700,190,Intraplate / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
314040,St. Michael,Volcanic field,United States,North America Volcanic Regions,63.4500,-162.1200,715,Intraplate / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
314060,Imuruk Lake,Volcanic field,United States,North America Volcanic Regions,65.5170,-163.4500,610,Intraplate / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
315001,Buzzard Creek,Tuff ring(s),United States,North America Volcanic Regions,64.0616,-148.4327,830,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
315020,Wrangell,Shield,United States,North America Volcanic Regions,62.0060,-144.0170,4278,Intraplate / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
315030,Churchill,Stratovolcano,United States,North America Volcanic Regions,61.3800,-141.7500,5005,Intraplate / Continental crust (> 25 km),Eruption Dated,Dacite
315040,Edgecumbe,Volcanic field,United States,North America Volcanic Regions,57.0500,-135.7500,970,Intraplate / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
315050,Duncan Canal,Volcanic field,United States,North America Volcanic Regions,56.5000,-133.1000,15,Subduction zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
315060,Tlevak Strait-Suemez Island,Volcanic field,United States,North America Volcanic Regions,55.2500,-133.3000,50,Subduction zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
315070,Behm Canal-Rudyerd Bay,Volcanic field,United States,North America Volcanic Regions,55.3500,-131.0000,500,Intraplate / Continental crust (> 25 km),Evidence Uncertain,Basalt / Picro-Basalt
320010,Fort Selkirk,Volcanic field,Canada,North America Volcanic Regions,62.9300,-137.3800,1239,Intraplate / Continental crust (> 25 km),Evidence Uncertain,Trachybasalt / Tephrite Basanite
320020,Alligator Lake,Volcanic field,Canada,North America Volcanic Regions,60.4200,-135.4200,2217,Intraplate / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
320030,Atlin Volcanic Field,Pyroclastic cone(s),Canada,North America Volcanic Regions,59.7080,-133.3580,1880,Intraplate / Continental crust (> 25 km),Evidence Credible,Trachybasalt / Tephrite Basanite
320031,Tuya Volcanic Field,Volcanic field,Canada,North America Volcanic Regions,59.3700,-130.5800,2123,Intraplate / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
320040,Heart Peaks,Shield,Canada,North America Volcanic Regions,58.6000,-131.9700,2012,Intraplate / Continental crust (> 25 km),Evidence Uncertain,Basalt / Picro-Basalt
320050,Level Mountain,Shield,Canada,North America Volcanic Regions,58.4200,-131.3500,2164,Intraplate / Continental crust (> 25 km),Evidence Uncertain,Trachyte / Trachydacite
320060,Edziza,Stratovolcano,Canada,North America Volcanic Regions,57.7200,-130.6300,2786,Intraplate / Continental crust (> 25 km),Eruption Dated,Trachyte / Trachydacite
320070,Spectrum Range,Shield,Canada,North America Volcanic Regions,57.4300,-130.6800,2430,Intraplate / Continental crust (> 25 km),Evidence Credible,Rhyolite
320080,Hoodoo Mountain,Pyroclastic cone(s),Canada,North America Volcanic Regions,56.7800,-131.2800,1850,Intraplate / Continental crust (> 25 km),Eruption Dated,Phonolite
320090,Iskut-Unuk River Cones,Pyroclastic cone(s),Canada,North America Volcanic Regions,56.5670,-130.7500,1880,Intraplate / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
320100,Tseax River Cone,Pyroclastic cone,Canada,North America Volcanic Regions,55.1109,-128.8991,612,Intraplate / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
320110,Crow Lagoon,Pyroclastic cone,Canada,North America Volcanic Regions,54.7000,-130.2300,335,Intraplate / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
320120,Milbanke Sound Group,Pyroclastic cone(s),Canada,North America Volcanic Regions,52.4980,-128.7230,233,Intraplate / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
320140,Nazko,Pyroclastic cone(s),Canada,North America Volcanic Regions,52.9280,-123.7320,1238,Intraplate / Continental crust (> 25 km),Eruption Dated,Trachybasalt / Tephrite Basanite
320150,Wells Gray-Clearwater,Volcanic field,Canada,North America Volcanic Regions,52.3300,-120.5700,2576,Intraplate / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
320160,Silverthrone,Caldera,Canada,North America Volcanic Regions,51.5179,-126.1133,2860,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
320170,Bridge River Cones,Volcanic field,Canada,North America Volcanic Regions,50.8000,-123.4000,2500,Subduction zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
320180,Meager,Complex,Canada,North America Volcanic Regions,50.6300,-123.5000,2680,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
320190,Garibaldi Lake,Volcanic field,Canada,North America Volcanic Regions,49.9330,-123.0000,2316,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
320200,Garibaldi,Stratovolcano,Canada,North America Volcanic Regions,49.8500,-123.0000,2678,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
320811,Cayley Volcanic Field,Volcanic field,Canada,North America Volcanic Regions,50.1200,-123.2800,2375,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
321010,Baker,Stratovolcano(es),United States,North America Volcanic Regions,48.7770,-121.8130,3285,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
321020,Glacier Peak,Stratovolcano,United States,North America Volcanic Regions,48.1120,-121.1130,3213,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
321030,Rainier,Stratovolcano,United States,North America Volcanic Regions,46.8530,-121.7600,4392,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
321040,Adams,Stratovolcano,United States,North America Volcanic Regions,46.2060,-121.4900,3742,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
321050,St. Helens,Stratovolcano,United States,North America Volcanic Regions,46.2000,-122.1800,2549,Subduction zone / Continental crust (> 25 km),Eruption Observed,Dacite
321060,West Crater,Volcanic field,United States,North America Volcanic Regions,45.8800,-122.0800,1329,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
321070,Indian Heaven,Volcanic field,United States,North America Volcanic Regions,45.9300,-121.8200,1806,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
322010,Hood,Stratovolcano,United States,North America Volcanic Regions,45.3740,-121.6950,3426,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
322020,Jefferson,Stratovolcano,United States,North America Volcanic Regions,44.6740,-121.8000,3199,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
322030,Blue Lake Crater,Maar,United States,North America Volcanic Regions,44.4125,-121.7686,1136,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
322040,Sand Mountain Field,Volcanic field,United States,North America Volcanic Regions,44.3800,-121.9300,1664,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
322060,Belknap,Shield(s),United States,North America Volcanic Regions,44.2850,-121.8423,2094,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
322070,Three Sisters,Complex,United States,North America Volcanic Regions,44.1330,-121.7670,3159,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
322090,Bachelor,Stratovolcano,United States,North America Volcanic Regions,43.9790,-121.6880,2763,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
322100,Davis Lake,Volcanic field,United States,North America Volcanic Regions,43.5700,-121.8200,2163,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
322110,Newberry,Shield,United States,North America Volcanic Regions,43.7220,-121.2290,2434,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
322120,Devils Garden,Volcanic field,United States,North America Volcanic Regions,43.5120,-120.8610,1698,Rift zone / Continental crust (> 25 km),Evidence Uncertain,Basalt / Picro-Basalt
322150,Cinnamon Butte,Pyroclastic cone(s),United States,North America Volcanic Regions,43.2411,-122.1111,1958,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Basalt / Picro-Basalt
322160,Crater Lake,Caldera,United States,North America Volcanic Regions,42.9420,-122.1070,2487,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
322170,Diamond Craters,Volcanic field,United States,North America Volcanic Regions,43.1000,-118.7500,1435,Rift zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
322190,Jordan Craters,Volcanic field,United States,North America Volcanic Regions,43.1470,-117.4600,1473,Rift zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
323010,Shasta,Stratovolcano,United States,North America Volcanic Regions,41.4090,-122.1930,4317,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
323020,Medicine Lake,Shield,United States,North America Volcanic Regions,41.6110,-121.5540,2412,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
323080,Lassen Volcanic Center,Stratovolcano,United States,North America Volcanic Regions,40.4920,-121.5080,3187,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
323100,Clear Lake Volcanic Field,Volcanic field,United States,North America Volcanic Regions,38.9700,-122.7700,1439,Subduction zone / Continental crust (> 25 km),Evidence Credible,Dacite
323110,Mono Lake Volcanic Field,Volcanic field,United States,North America Volcanic Regions,38.0000,-119.0300,2121,Rift zone / Continental crust (> 25 km),Eruption Dated,Dacite
323120,Mono-Inyo Craters,Lava dome(s),United States,North America Volcanic Regions,37.8040,-119.0290,2796,Rift zone / Continental crust (> 25 km),Eruption Dated,Rhyolite
323150,Mammoth Mountain,Lava dome(s),United States,North America Volcanic Regions,37.6310,-119.0320,3369,Rift zone / Continental crust (> 25 km),Eruption Dated,Trachyte / Trachydacite
323160,Ubehebe Craters,Maar(s),United States,North America Volcanic Regions,37.0200,-117.4500,752,Rift zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
323200,Salton Buttes,Lava dome(s),United States,Eastern Pacific Volcanic Regions,33.1970,-115.6160,-40,Rift zone / Continental crust (> 25 km),Eruption Dated,Rhyolite
324010,Black Butte Crater Lava Field,Shield,United States,North America Volcanic Regions,43.1830,-114.3520,1478,Rift zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
324020,Craters of the Moon,Volcanic field,United States,North America Volcanic Regions,43.3710,-113.4930,2005,Rift zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
324030,Wapi Lava Field,Shield,United States,North America Volcanic Regions,42.8859,-113.2166,1597,Rift zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
324040,Hell's Half Acre,Shield,United States,North America Volcanic Regions,43.4920,-112.4503,1632,Rift zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
326010,Soda Lakes,Maar(s),United States,North America Volcanic Regions,39.5250,-118.8778,1251,Rift zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
327040,Markagunt Plateau,Volcanic field,United States,North America Volcanic Regions,37.5800,-112.6700,2840,Rift zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
327050,Black Rock Desert,Volcanic field,United States,North America Volcanic Regions,38.9700,-112.5000,1800,Rift zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
328010,Dotsero,Maar,United States,North America Volcanic Regions,39.6613,-107.0355,2230,Rift zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
329010,Uinkaret Field,Volcanic field,United States,North America Volcanic Regions,36.3800,-113.1300,1555,Rift zone / Continental crust (> 25 km),Eruption Dated,Trachybasalt / Tephrite Basanite
329020,San Francisco Volcanic Field,Volcanic field,United States,North America Volcanic Regions,35.3470,-111.6780,3850,Rift zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
327110,Carrizozo,Pyroclastic cone(s),United States,North America Volcanic Regions,33.7800,-105.9300,1731,Rift zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
327120,Zuni-Bandera,Volcanic field,United States,North America Volcanic Regions,34.8000,-108.0000,2550,Rift zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
327812,Red Hill,Volcanic field,United States,North America Volcanic Regions,34.2500,-108.8300,2300,Rift zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
331010,Endeavour Segment,Fissure vent(s),Canada,Eastern Pacific Volcanic Regions,47.9500,-129.1000,-2050,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt
331011,Cobb Segment,Fissure vent(s),Canada,Eastern Pacific Volcanic Regions,46.8800,-129.3300,-2100,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt
331020,CoAxial Segment,Fissure vent(s),Undersea Features,Eastern Pacific Volcanic Regions,46.5200,-129.5800,-2400,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
